rnbqkbnr/pp1ppppp/2p5/8/6P1/2P5/PP1PPP1P/RNBQKBNR b KQkq - 0 1 ;D1 21 ;D2 463 ;D3 11138 ;D4 274234 ;D5 7290026 ;D6 195464529
k5n1/4b3/3pb3/3PbPp1/2P2RPp/p1N1KN1P/8/1B4R1 w - - 0 1 ;D1 35 ;D2 732 ;D3 22209 ;D4 494428 ;D5 14925069 ;D6 345139360
6n1/1k2b3/3pb3/2PPbPp1/3R2Pp/p1N1KN1P/8/1B4R1 b - - 0 1 ;D1 25 ;D2 938 ;D3 22393 ;D4 801728 ;D5 19301945 ;D6 668190713
3b2n1/1k6/4b3/2pPbPp1/3R2Pp/p3KN1P/8/1B1N2R1 w - - 0 1 ;D1 34 ;D2 1085 ;D3 33909 ;D4 1007127 ;D5 31133588 ;D6 891220430
3b2n1/1k6/8/2pbbPp1/2R3PN/p3K2P/8/1B1N2R1 b - - 0 1 ;D1 39 ;D2 1065 ;D3 37400 ;D4 1024337 ;D5 33993440 ;D6 944801270
6n1/1k6/8/b1pbbP2/2R3Pp/p3K2P/6R1/1B1N4 w - - 0 1 ;D1 30 ;D2 1115 ;D3 29174 ;D4 1018724 ;D5 26075468 ;D6 863847861
6n1/1k6/1b6/2pbbP2/2RR2Pp/p3K2P/8/1B1N4 b - - 0 1 ;D1 34 ;D2 781 ;D3 24865 ;D4 626245 ;D5 18862068 ;D6 491380646
1k4n1/8/1b6/2p1bP2/R2R2Pp/p3K2P/b7/1B1N4 w - - 0 1 ;D1 32 ;D2 808 ;D3 23384 ;D4 578656 ;D5 16615826 ;D6 412642615
1k4n1/b7/8/2p1bP2/R2R2Pp/p2BK2P/b7/3N4 b - - 0 1 ;D1 25 ;D2 703 ;D3 16129 ;D4 461885 ;D5 10699069 ;D6 311113767
6n1/b1k5/8/4bP2/R2p2Pp/p2B3P/b3K3/3N4 w - - 0 1 ;D1 24 ;D2 599 ;D3 14581 ;D4 360665 ;D5 8848786 ;D6 219891232
6n1/bk6/5P2/4b3/3p2Pp/R2B3P/b3K3/3N4 b - - 0 1 ;D1 25 ;D2 669 ;D3 15146 ;D4 424101 ;D5 10000078 ;D6 277514554
k5n1/b7/5P2/8/3p2Pp/R2B2bP/b3KN2/8 w - - 0 1 ;D1 26 ;D2 441 ;D3 11824 ;D4 226618 ;D5 6019782 ;D6 123849364
1k4n1/b7/5P2/8/3p2Pp/5RbP/b3KN2/1B6 b - - 0 1 ;D1 22 ;D2 519 ;D3 12057 ;D4 281430 ;D5 6789205 ;D6 160564570
1k4n1/b7/5P2/3b4/3p1bPp/6RP/4KN2/1B6 w - - 0 1 ;D1 25 ;D2 757 ;D3 16968 ;D4 487323 ;D5 10978571 ;D6 304985390
1k6/b3n3/5P2/3b4/3pNbPp/3K2RP/8/1B6 b - - 0 1 ;D1 31 ;D2 494 ;D3 14774 ;D4 261280 ;D5 7396506 ;D6 141732967
2k5/b3n3/5P2/2Nb4/3p1bP1/3K2pP/8/1B6 w - - 0 1 ;D1 16 ;D2 524 ;D3 7752 ;D4 228853 ;D5 3558624 ;D6 99594791
2k5/4n3/5P2/2bb4/3p1bP1/3K2NP/8/1B6 b - - 0 1 ;D1 37 ;D2 504 ;D3 17647 ;D4 252394 ;D5 8215987 ;D6 126587107
2k5/4n3/5P2/3b2b1/1b1p2P1/3K3P/4N3/1B6 w - - 0 1 ;D1 13 ;D2 461 ;D3 6186 ;D4 204517 ;D5 2999408 ;D6 94351147
2k5/4P3/8/2bb2b1/3p2PP/3K4/4N3/1B6 b - - 0 1 ;D1 31 ;D2 449 ;D3 11755 ;D4 187665 ;D5 4839227 ;D6 84436997
2k5/4P3/8/6b1/3p2PP/b2K4/B3N1b1/8 w - - 0 1 ;D1 22 ;D2 515 ;D3 10768 ;D4 253977 ;D5 5304799 ;D6 125910634
2kbR3/8/8/8/2Bp2PP/b2K4/4N1b1/8 b - - 0 1 ;D1 20 ;D2 519 ;D3 10177 ;D4 268014 ;D5 5651562 ;D6 150428503
1k1bRb2/8/B7/8/3p2PP/3K4/4N1b1/8 w - - 0 1 ;D1 23 ;D2 451 ;D3 10668 ;D4 222543 ;D5 5466380 ;D6 118696831
3b1R2/k7/B7/8/3p2PP/2NK4/6b1/8 b - - 0 1 ;D1 21 ;D2 579 ;D3 10086 ;D4 269977 ;D5 4652556 ;D6 121545164
5R2/8/k7/6b1/N2p2PP/3K4/6b1/8 w - - 0 1 ;D1 24 ;D2 457 ;D3 9669 ;D4 179032 ;D5 3718663 ;D6 68154512
8/8/k7/7R/N2p1bPP/3K4/6b1/8 b - - 0 1 ;D1 22 ;D2 376 ;D3 6889 ;D4 126337 ;D5 2301021 ;D6 43722772
8/8/k7/2R5/N2p2PP/3K2b1/8/5b2 w - - 0 1 ;D1 4 ;D2 71 ;D3 1453 ;D4 24579 ;D5 498115 ;D6 8545408
8/8/k2b4/2R5/N5PP/2K5/8/5b2 b - - 0 1 ;D1 17 ;D2 330 ;D3 5564 ;D4 110536 ;D5 1917159 ;D6 39056971
8/2R5/8/k7/N5PP/2K5/8/5b2 w - - 0 1 ;D1 21 ;D2 192 ;D3 4350 ;D4 41007 ;D5 924804 ;D6 9388613
8/7R/b7/k7/N5PP/2K5/8/8 b - - 0 1 ;D1 9 ;D2 180 ;D3 1762 ;D4 36864 ;D5 382021 ;D6 8155404
8/6R1/8/8/k5PP/2Kb4/8/8 w - - 0 1 ;D1 16 ;D2 203 ;D3 3537 ;D4 39090 ;D5 706790 ;D6 7908503
8/3R4/8/1k6/6PP/3b4/1K6/8 b - - 0 1 ;D1 17 ;D2 356 ;D3 4905 ;D4 98651 ;D5 1256790 ;D6 24032274
8/8/8/1k6/3R2PP/3b4/1K6/8 w - - 0 1 ;D1 18 ;D2 230 ;D3 4259 ;D4 53654 ;D5 1006739 ;D6 12555575
8/8/8/1k4P1/R1b4P/8/1K6/8 b - - 0 1 ;D1 13 ;D2 250 ;D3 3185 ;D4 58314 ;D5 757259 ;D6 13937245
8/8/6P1/8/1kb4P/8/1K6/8 w - - 0 1 ;D1 6 ;D2 100 ;D3 649 ;D4 10016 ;D5 77697 ;D6 1114696
8/8/6P1/8/2b4P/2k5/8/3K4 b - - 0 1 ;D1 16 ;D2 73 ;D3 1091 ;D4 6579 ;D5 97531 ;D6 769922
8/8/4b1P1/7P/8/3k4/8/3K4 w - - 0 1 ;D1 4 ;D2 66 ;D3 359 ;D4 5458 ;D5 42728 ;D6 620333
8/5b1P/6P1/8/8/3k4/8/3K4 b - - 0 1 ;D1 13 ;D2 105 ;D3 1314 ;D4 15092 ;D5 189534 ;D6 2763067
